AGS,Stadtteil_Nr,Stadtteil,Stichtag,Quelle,Wohnbev_insg,Deutsch,Nichtdeutsch,AGS_dup,Stadtteil_Nr_dup,Quelle_dup,Fam_Stand_ledig (ab 18J),Fam_Stand_Verheiratet_Lebenspartnerschaft (ab 18J),Fam_Stand_Verwitwet_LP-gestorben (ab 18J),Fam_Stand_Geschieden_LP aufgehoben (ab 18J),Fam_Stand_unbekannt (ab 18J),GEMEINDE,STT,STADTVIERTEL,EINW_HW_GESAMT,EINW_HW_FRAUEN,EINW_HW_DEUTSCH,EINW_HW_NICHTDEUTSCH,EINW_HW_unter18,EINW_HW_18_bis_unter_30,EINW_HW_30_bis_unter_40,EINW_HW_40_bis_unter_50,EINW_HW_50_bis_unter_60,EINW_HW_60_und_aelter,Haushalte,Wohnbevoelkerung insg.,Religion - katholisch,Religion - evangelisch,Religion - sonstige,Lebendgeburten,Geburten je 1000 Einw.,Sterbefaelle,Sterbefaelle je 1000 Einw.,natuerliche Bevoelkerungssaldo,Kaufkraft-Index (pro Einwohner)
8335043.0,100.0,Egg,2014,Stadt Konstanz - Eigene Einwohnerfortschreibung,770.0,732.0,38.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,188.0,353.0,20.0,35.0,0.0,Konstanz,"""100""","""1001""",770.0,373.0,732.0,38.0,174.0,126.0,91.0,137.0,114.0,128.0,332.0,770.0,285.0,207.0,278.0,6.0,"7,79",5.0,"6,49",1.0,"98,08964282"
8335043.0,100.0,Egg,2015,Stadt Konstanz - Eigene Einwohnerfortschreibung,757.0,709.0,48.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,188.0,353.0,18.0,30.0,0.0,Konstanz,"""100""","""1001""",757.0,368.0,709.0,48.0,168.0,130.0,85.0,123.0,119.0,132.0,332.0,757.0,275.0,199.0,283.0,7.0,"9,25",4.0,"5,28",3.0,"99,48733674"
8335043.0,100.0,Egg,2016,Stadt Konstanz - Eigene Einwohnerfortschreibung,779.0,728.0,51.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,217.0,352.0,16.0,30.0,0.0,Konstanz,"""100""","""1001""",779.0,366.0,728.0,51.0,164.0,157.0,78.0,108.0,138.0,134.0,351.0,779.0,286.0,192.0,301.0,8.0,"10,27",2.0,"2,57",6.0,"101,8344421"
8335043.0,100.0,Egg,2017,Stadt Konstanz - Eigene Einwohnerfortschreibung,761.0,680.0,81.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,200.0,351.0,18.0,33.0,2.0,Konstanz,"""100""","""1001""",761.0,367.0,680.0,81.0,157.0,144.0,87.0,88.0,147.0,138.0,333.0,761.0,267.0,185.0,309.0,7.0,"9,20",4.0,"5,26",3.0,"108,5443597"
8335043.0,100.0,Egg,2018,Stadt Konstanz - Eigene Einwohnerfortschreibung,763.0,671.0,92.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,192.0,359.0,20.0,27.0,3.0,Konstanz,"""100""","""1001""",763.0,384.0,671.0,92.0,162.0,136.0,84.0,85.0,145.0,151.0,345.0,763.0,256.0,191.0,316.0,10.0,"13,11",3.0,"3,93",7.0,"112,423754"
8335043.0,100.0,Egg,2019,Stadt Konstanz - Eigene Einwohnerfortschreibung,812.0,725.0,87.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,219.0,365.0,24.0,28.0,6.0,Konstanz,"""100""","""1001""",812.0,408.0,725.0,87.0,170.0,157.0,91.0,93.0,136.0,165.0,368.0,812.0,262.0,215.0,335.0,4.0,"4,93",3.0,"3,69",1.0,"127,031691"
8335043.0,100.0,Egg,2020,Stadt Konstanz - Eigene Einwohnerfortschreibung,788.0,708.0,80.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,199.0,364.0,25.0,27.0,5.0,Konstanz,"""100""","""1001""",788.0,387.0,708.0,80.0,168.0,137.0,84.0,98.0,130.0,171.0,360.0,788.0,264.0,200.0,324.0,7.0,"8,88",7.0,"8,88",0.0,"137,2037927"
8335043.0,100.0,Egg,2021,Stadt Konstanz - Eigene Einwohnerfortschreibung,805.0,714.0,91.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,197.0,369.0,22.0,31.0,7.0,Konstanz,"""100""","""1001""",805.0,411.0,714.0,91.0,179.0,135.0,82.0,112.0,120.0,177.0,363.0,805.0,263.0,201.0,341.0,6.0,"7,45",3.0,"3,73",3.0,"115,2720325"
8335043.0,100.0,Egg,2022,Stadt Konstanz - Eigene Einwohnerfortschreibung,833.0,732.0,101.0,8335043.0,100.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,197.0,377.0,23.0,32.0,12.0,Konstanz,"""100""","""1001""",833.0,426.0,732.0,101.0,192.0,140.0,82.0,110.0,118.0,191.0,381.0,833.0,247.0,205.0,381.0,6.0,"7,20",3.0,"3,60",3.0,"125,9164822"
8335043.0,70.0,Fuerstenberg,2011,Stadt Konstanz - Eigene Einwohnerfortschreibung,11680.0,10090.0,1590.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,3997.0,4389.0,692.0,989.0,1.0,Konstanz,"""070""","""0701""",4027.0,2118.0,3406.0,621.0,615.0,1068.0,448.0,606.0,473.0,817.0,2247.0,11680.0,4633.0,2640.0,4407.0,100.0,"8,56",80.0,"6,85",20.0,"94,26030781"
8335043.0,70.0,Fuerstenberg,2012,Stadt Konstanz - Eigene Einwohnerfortschreibung,11663.0,10015.0,1648.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4094.0,4287.0,713.0,969.0,0.0,Konstanz,"""070""","""0701""",4057.0,2151.0,3375.0,682.0,606.0,1109.0,471.0,558.0,494.0,819.0,2300.0,11663.0,4531.0,2627.0,4505.0,106.0,"9,09",98.0,"8,40",8.0,"94,26030781"
8335043.0,70.0,Fuerstenberg,2013,Stadt Konstanz - Eigene Einwohnerfortschreibung,11686.0,9973.0,1713.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4160.0,4218.0,733.0,1001.0,0.0,Konstanz,"""070""","""0701""",4034.0,2139.0,3329.0,705.0,591.0,1.108,453.0,535.0,501.0,846.0,2.331,11686.0,4403.0,2575.0,4708.0,80.0,"6,85",102.0,"8,73",-22.0,"95,26094708"
8335043.0,70.0,Fuerstenberg,2014,Stadt Konstanz - Eigene Einwohnerfortschreibung,11747.0,9968.0,1779.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4193.0,4251.0,712.0,994.0,0.0,Konstanz,"""070""","""0701""",4026.0,2128.0,3316.0,710.0,588.0,1092.0,483.0,486.0,532.0,845.0,2308.0,11747.0,4347.0,2514.0,4886.0,95.0,"8,09",102.0,"8,68",-7.0,"96,13137553"
8335043.0,70.0,Fuerstenberg,2015,Stadt Konstanz - Eigene Einwohnerfortschreibung,12022.0,10068.0,1954.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4432.0,4291.0,694.0,990.0,0.0,Konstanz,"""070""","""0701""",4175.0,2190.0,3378.0,797.0,576.0,1214.0,521.0,475.0,531.0,858.0,2388.0,12022.0,4362.0,2517.0,5143.0,108.0,"8,98",94.0,"7,82",14.0,"96,06860215"
8335043.0,70.0,Fuerstenberg,2016,Stadt Konstanz - Eigene Einwohnerfortschreibung,12233.0,10129.0,2104.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4585.0,4350.0,702.0,993.0,2.0,Konstanz,"""070""","""0701""",4381.0,2280.0,3514.0,867.0,586.0,1399.0,522.0,459.0,542.0,873.0,2541.0,12233.0,4344.0,2546.0,5343.0,109.0,"8,91",94.0,"7,68",15.0,"96,0114961"
8335043.0,70.0,Fuerstenberg,2017,Stadt Konstanz - Eigene Einwohnerfortschreibung,12433.0,10144.0,2289.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4701.0,4339.0,714.0,1023.0,3.0,Konstanz,"""070""","""0701""",4415.0,2283.0,3517.0,898.0,593.0,1425.0,535.0,424.0,554.0,884.0,2566.0,12433.0,4345.0,2493.0,5595.0,109.0,"8,77",126.0,"10,13",-17.0,"95,67787309"
8335043.0,70.0,Fuerstenberg,2018,Stadt Konstanz - Eigene Einwohnerfortschreibung,12346.0,10006.0,2340.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4566.0,4364.0,707.0,1013.0,9.0,Konstanz,"""070""","""0701""",4395.0,2292.0,3496.0,899.0,594.0,1382.0,542.0,430.0,552.0,895.0,2556.0,12346.0,4246.0,2360.0,5740.0,105.0,"8,50",97.0,"7,86",8.0,"95,49230022"
8335043.0,70.0,Fuerstenberg,2019,Stadt Konstanz - Eigene Einwohnerfortschreibung,12500.0,10081.0,2419.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4572.0,4419.0,701.0,1036.0,26.0,Konstanz,"""070""","""0701""",4425.0,2283.0,3510.0,915.0,620.0,1327.0,574.0,435.0,560.0,909.0,2552.0,12500.0,4163.0,2341.0,5996.0,110.0,"8,80",95.0,"7,60",15.0,"94,67953583"
8335043.0,70.0,Fuerstenberg,2020,Stadt Konstanz - Eigene Einwohnerfortschreibung,12369.0,10014.0,2355.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4464.0,4405.0,700.0,1021.0,30.0,Konstanz,"""070""","""0701""",4322.0,2235.0,3484.0,838.0,625.0,1230.0,585.0,405.0,556.0,921.0,2488.0,12369.0,4024.0,2304.0,6041.0,111.0,"8,97",108.0,"8,73",3.0,"97,06963301"
8335043.0,70.0,Fuerstenberg,2021,Stadt Konstanz - Eigene Einwohnerfortschreibung,12382.0,9986.0,2396.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4603.0,4307.0,701.0,1021.0,39.0,Konstanz,"""070""","""0701""",4389.0,2277.0,3519.0,870.0,605.0,1322.0,573.0,408.0,549.0,932.0,2543.0,12382.0,3863.0,2224.0,6295.0,122.0,"9,85",106.0,"8,56",16.0,"97,35712902"
8335043.0,70.0,Fuerstenberg,2022,Stadt Konstanz - Eigene Einwohnerfortschreibung,12465.0,9958.0,2507.0,8335043.0,70.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,4583.0,4295.0,713.0,1036.0,94.0,Konstanz,"""070""","""0701""",4399.0,2268.0,3485.0,914.0,602.0,1.306,577.0,425.0,521.0,968.0,2.584,12465.0,3693.0,2138.0,6634.0,90.0,"7,22",120.0,"9,63",-30.0,"91,1318116"
8335043.0,90.0,Industriegebiet,2011,Stadt Konstanz - Eigene Einwohnerfortschreibung,933.0,706.0,227.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,271.0,399.0,24.0,96.0,0.0,Konstanz,"""090""","""0901""",770.0,352.0,574.0,196.0,123.0,158.0,108.0,154.0,100.0,127.0,403.0,933.0,323.0,191.0,419.0,4.0,"4,29",2.0,"2,14",2.0,"93,54566204"
8335043.0,90.0,Industriegebiet,2012,Stadt Konstanz - Eigene Einwohnerfortschreibung,915.0,697.0,218.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,279.0,366.0,27.0,92.0,0.0,Konstanz,"""090""","""0901""",748.0,354.0,563.0,185.0,130.0,164.0,95.0,130.0,101.0,128.0,386.0,915.0,308.0,186.0,421.0,13.0,"14,21",6.0,"6,56",7.0,"93,54566204"
8335043.0,90.0,Industriegebiet,2013,Stadt Konstanz - Eigene Einwohnerfortschreibung,960.0,720.0,240.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,319.0,384.0,31.0,83.0,0.0,Konstanz,"""090""","""0901""",790.0,369.0,589.0,201.0,122.0,183.0,102.0,135.0,113.0,135.0,426.0,960.0,326.0,184.0,450.0,5.0,"5,21",3.0,"3,13",2.0,"77,84179311"
8335043.0,90.0,Industriegebiet,2014,Stadt Konstanz - Eigene Einwohnerfortschreibung,951.0,697.0,254.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,314.0,383.0,30.0,88.0,0.0,Konstanz,"""090""","""0901""",788.0,353.0,575.0,213.0,121.0,165.0,108.0,130.0,131.0,133.0,422.0,951.0,310.0,173.0,468.0,7.0,"7,36",7.0,"7,36",0.0,"86,59046086"
8335043.0,90.0,Industriegebiet,2015,Stadt Konstanz - Eigene Einwohnerfortschreibung,1024.0,716.0,308.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,353.0,394.0,32.0,102.0,0.0,Konstanz,"""090""","""0901""",821.0,353.0,561.0,260.0,122.0,172.0,122.0,144.0,119.0,142.0,439.0,1024.0,326.0,166.0,532.0,13.0,"12,70",6.0,"5,86",7.0,"84,63305287"
8335043.0,90.0,Industriegebiet,2016,Stadt Konstanz - Eigene Einwohnerfortschreibung,1081.0,694.0,387.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,374.0,402.0,34.0,99.0,9.0,Konstanz,"""090""","""0901""",810.0,350.0,553.0,257.0,122.0,195.0,113.0,105.0,126.0,149.0,429.0,1081.0,340.0,145.0,596.0,7.0,"6,48",9.0,"8,33",-2.0,"84,09394192"
8335043.0,90.0,Industriegebiet,2017,Stadt Konstanz - Eigene Einwohnerfortschreibung,1108.0,681.0,427.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,389.0,395.0,38.0,94.0,20.0,Konstanz,"""090""","""0901""",826.0,355.0,527.0,299.0,140.0,204.0,104.0,103.0,124.0,151.0,416.0,1108.0,318.0,150.0,640.0,12.0,"10,83",6.0,"5,42",6.0,"82,19207887"
8335043.0,90.0,Industriegebiet,2018,Stadt Konstanz - Eigene Einwohnerfortschreibung,1093.0,673.0,420.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,369.0,380.0,45.0,95.0,45.0,Konstanz,"""090""","""0901""",834.0,359.0,529.0,305.0,132.0,206.0,112.0,102.0,127.0,155.0,417.0,1093.0,298.0,158.0,637.0,11.0,"10,06",9.0,"8,23",2.0,"77,81026013"
8335043.0,90.0,Industriegebiet,2019,Stadt Konstanz - Eigene Einwohnerfortschreibung,1048.0,635.0,413.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,334.0,364.0,45.0,88.0,69.0,Konstanz,"""090""","""0901""",792.0,339.0,494.0,298.0,129.0,192.0,103.0,91.0,128.0,149.0,396.0,1048.0,281.0,136.0,631.0,9.0,"8,59",7.0,"6,68",2.0,"81,0706167"
8335043.0,90.0,Industriegebiet,2020,Stadt Konstanz - Eigene Einwohnerfortschreibung,990.0,626.0,364.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,279.0,366.0,44.0,82.0,74.0,Konstanz,"""090""","""0901""",769.0,339.0,499.0,270.0,126.0,175.0,102.0,79.0,130.0,157.0,379.0,990.0,282.0,120.0,588.0,7.0,"7,07",5.0,"5,05",2.0,"91,59621504"
8335043.0,90.0,Industriegebiet,2021,Stadt Konstanz - Eigene Einwohnerfortschreibung,1002.0,620.0,382.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,276.0,357.0,40.0,75.0,92.0,Konstanz,"""090""","""0901""",769.0,345.0,496.0,273.0,130.0,172.0,104.0,80.0,122.0,161.0,368.0,1002.0,261.0,124.0,617.0,14.0,"13,97",6.0,"5,99",8.0,"87,41522455"
8335043.0,90.0,Industriegebiet,2022,Stadt Konstanz - Eigene Einwohnerfortschreibung,1102.0,620.0,482.0,8335043.0,90.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,293.0,351.0,39.0,73.0,168.0,Konstanz,"""090""","""0901""",800.0,357.0,498.0,302.0,129.0,175.0,120.0,87.0,121.0,168.0,390.0,1102.0,241.0,119.0,742.0,12.0,"10,89",14.0,"12,70",-2.0,"86,65149234"
8335043.0,40.0,Koenigsbau,2011,Stadt Konstanz - Eigene Einwohnerfortschreibung,5536.0,4578.0,958.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2180.0,1835.0,267.0,383.0,2.0,Konstanz,"""040""","""0401""",1156.0,641.0,1057.0,99.0,141.0,323.0,90.0,168.0,132.0,302.0,685.0,5536.0,2058.0,1374.0,2104.0,35.0,"6,32",37.0,"6,68",-2.0,"87,78183972"
8335043.0,40.0,Koenigsbau,2012,Stadt Konstanz - Eigene Einwohnerfortschreibung,5569.0,4667.0,902.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2250.0,1833.0,261.0,381.0,0.0,Konstanz,"""040""","""0401""",1155.0,635.0,1057.0,98.0,137.0,332.0,92.0,147.0,137.0,310.0,692.0,5569.0,2085.0,1425.0,2059.0,35.0,"6,28",30.0,"5,39",5.0,"87,78183972"
8335043.0,40.0,Koenigsbau,2013,Stadt Konstanz - Eigene Einwohnerfortschreibung,5662.0,4747.0,915.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2299.0,1836.0,263.0,399.0,0.0,Konstanz,"""040""","""0401""",1149.0,635.0,1036.0,113.0,138.0,311.0,94.0,150.0,148.0,308.0,690.0,5662.0,2039.0,1440.0,2183.0,36.0,"6,36",19.0,"3,36",17.0,"92,04338355"
8335043.0,40.0,Koenigsbau,2014,Stadt Konstanz - Eigene Einwohnerfortschreibung,5773.0,4805.0,968.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2478.0,1809.0,248.0,390.0,0.0,Konstanz,"""040""","""0401""",1125.0,612.0,1019.0,106.0,133.0,303.0,91.0,143.0,156.0,299.0,675.0,5773.0,2023.0,1420.0,2330.0,37.0,"6,41",40.0,"6,93",-3.0,"93,60905384"
8335043.0,40.0,Koenigsbau,2015,Stadt Konstanz - Eigene Einwohnerfortschreibung,5853.0,4843.0,1010.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2520.0,1808.0,252.0,402.0,1.0,Konstanz,"""040""","""0401""",1131.0,602.0,1032.0,99.0,138.0,299.0,93.0,148.0,161.0,292.0,668.0,5853.0,2021.0,1401.0,2431.0,38.0,"6,49",37.0,"6,32",1.0,"93,59872114"
8335043.0,40.0,Koenigsbau,2016,Stadt Konstanz - Eigene Einwohnerfortschreibung,6146.0,4973.0,1173.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2596.0,1919.0,253.0,412.0,0.0,Konstanz,"""040""","""0401""",1134.0,593.0,1019.0,115.0,129.0,319.0,98.0,128.0,162.0,298.0,663.0,6146.0,2056.0,1379.0,2711.0,45.0,"7,32",39.0,"6,35",6.0,"91,74469855"
8335043.0,40.0,Koenigsbau,2017,Stadt Konstanz - Eigene Einwohnerfortschreibung,6194.0,5062.0,1132.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2627.0,1937.0,248.0,420.0,1.0,Konstanz,"""040""","""0401""",1138.0,594.0,1010.0,128.0,121.0,323.0,109.0,111.0,172.0,302.0,674.0,6194.0,2128.0,1385.0,2681.0,42.0,"6,78",31.0,"5,00",11.0,"89,01851857"
8335043.0,40.0,Koenigsbau,2018,Stadt Konstanz - Eigene Einwohnerfortschreibung,6248.0,5067.0,1181.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2672.0,1924.0,248.0,425.0,5.0,Konstanz,"""040""","""0401""",1207.0,626.0,1056.0,151.0,130.0,381.0,107.0,114.0,169.0,306.0,717.0,6248.0,2129.0,1358.0,2761.0,52.0,"8,32",30.0,"4,80",22.0,"86,40349244"
8335043.0,40.0,Koenigsbau,2019,Stadt Konstanz - Eigene Einwohnerfortschreibung,6181.0,5017.0,1164.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2663.0,1896.0,254.0,397.0,8.0,Konstanz,"""040""","""0401""",1164.0,621.0,1024.0,140.0,121.0,363.0,92.0,115.0,165.0,308.0,718.0,6181.0,2085.0,1331.0,2765.0,37.0,"5,99",46.0,"7,44",-9.0,"97,39444243"
8335043.0,40.0,Koenigsbau,2020,Stadt Konstanz - Eigene Einwohnerfortschreibung,6254.0,5096.0,1158.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2644.0,1923.0,252.0,410.0,14.0,Konstanz,"""040""","""0401""",1180.0,627.0,1030.0,150.0,118.0,369.0,105.0,102.0,167.0,319.0,725.0,6254.0,2042.0,1324.0,2888.0,41.0,"6,56",31.0,"4,96",10.0,"93,77356196"
8335043.0,40.0,Koenigsbau,2021,Stadt Konstanz - Eigene Einwohnerfortschreibung,6507.0,5192.0,1315.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2681.0,1997.0,248.0,440.0,39.0,Konstanz,"""040""","""0401""",1241.0,636.0,1036.0,205.0,123.0,398.0,136.0,100.0,161.0,323.0,752.0,6507.0,2005.0,1317.0,3185.0,61.0,"9,37",38.0,"5,84",23.0,"99,32901673"
8335043.0,40.0,Koenigsbau,2022,Stadt Konstanz - Eigene Einwohnerfortschreibung,6669.0,5225.0,1444.0,8335043.0,40.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2798.0,2017.0,248.0,433.0,63.0,Konstanz,"""040""","""0401""",1297.0,662.0,1047.0,250.0,145.0,418.0,139.0,115.0,161.0,319.0,777.0,6669.0,1991.0,1266.0,3412.0,56.0,"8,40",46.0,"6,90",10.0,"98,5091954"
8335043.0,110.0,Litzelstetten,2011,Stadt Konstanz - Eigene Einwohnerfortschreibung,3810.0,3553.0,257.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,969.0,1758.0,236.0,291.0,0.0,Konstanz,"""110""","""1101""",1739.0,904.0,1629.0,110.0,273.0,241.0,176.0,302.0,194.0,,923.0,3810.0,1568.0,1036.0,1206.0,24.0,"6,30",32.0,"8,40",-8.0,"125,5626375"
8335043.0,110.0,Litzelstetten,2012,Stadt Konstanz - Eigene Einwohnerfortschreibung,3810.0,3524.0,286.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,965.0,1784.0,232.0,292.0,0.0,Konstanz,"""110""","""1101""",1716.0,888.0,1602.0,114.0,,246.0,155.0,287.0,219.0,,927.0,3810.0,1563.0,1003.0,1244.0,20.0,"5,25",28.0,"7,35",-8.0,"125,5626375"
8335043.0,110.0,Litzelstetten,2013,Stadt Konstanz - Eigene Einwohnerfortschreibung,3878.0,3538.0,340.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1029.0,1774.0,237.0,306.0,0.0,Konstanz,"""110""","""1101""",1747.0,910.0,1611.0,136.0,268.0,256.0,169.0,284.0,222.0,,898.0,3878.0,1579.0,998.0,1301.0,23.0,"5,93",28.0,"7,22",-5.0,"134,3230352"
8335043.0,110.0,Litzelstetten,2014,Stadt Konstanz - Eigene Einwohnerfortschreibung,3870.0,3529.0,341.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1039.0,1772.0,231.0,305.0,0.0,Konstanz,"""110""","""1101""",1745.0,909.0,1623.0,122.0,,261.0,159.0,271.0,231.0,,905.0,3870.0,1556.0,973.0,1341.0,28.0,"7,24",32.0,"8,27",-4.0,"129,3458292"
8335043.0,110.0,Litzelstetten,2015,Stadt Konstanz - Eigene Einwohnerfortschreibung,3819.0,3475.0,344.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1048.0,1745.0,233.0,303.0,0.0,Konstanz,"""110""","""1101""",1723.0,900.0,1598.0,125.0,,254.0,161.0,268.0,225.0,,907.0,3819.0,1519.0,936.0,1364.0,33.0,"8,64",25.0,"6,55",8.0,"127,8639109"
8335043.0,110.0,Litzelstetten,2016,Stadt Konstanz - Eigene Einwohnerfortschreibung,3841.0,3468.0,373.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1065.0,1724.0,231.0,313.0,1.0,Konstanz,"""110""","""1101""",1737.0,894.0,1593.0,144.0,,273.0,165.0,232.0,258.0,,901.0,3841.0,1492.0,931.0,1418.0,26.0,"6,77",32.0,"8,33",-6.0,"130,0128246"
8335043.0,110.0,Litzelstetten,2017,Stadt Konstanz - Eigene Einwohnerfortschreibung,3814.0,3425.0,389.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1028.0,1746.0,231.0,297.0,3.0,Konstanz,"""110""","""1101""",1739.0,888.0,1588.0,151.0,270.0,265.0,178.0,218.0,268.0,540.0,893.0,3814.0,1470.0,892.0,1452.0,32.0,"8,39",34.0,"8,91",-2.0,"130,7019295"
8335043.0,110.0,Litzelstetten,2018,Stadt Konstanz - Eigene Einwohnerfortschreibung,3831.0,3440.0,391.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1038.0,1740.0,234.0,295.0,5.0,Konstanz,"""110""","""1101""",1752.0,887.0,1585.0,167.0,276.0,269.0,192.0,206.0,276.0,533.0,914.0,3831.0,1446.0,899.0,1486.0,31.0,"8,09",36.0,"9,40",-5.0,"128,8846201"
8335043.0,110.0,Litzelstetten,2019,Stadt Konstanz - Eigene Einwohnerfortschreibung,3861.0,3469.0,392.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1068.0,1734.0,245.0,297.0,5.0,Konstanz,"""110""","""1101""",1785.0,916.0,1619.0,166.0,271.0,300.0,186.0,201.0,293.0,534.0,952.0,3861.0,1423.0,896.0,1542.0,28.0,"7,25",28.0,"7,25",0.0,"121,2182212"
8335043.0,110.0,Litzelstetten,2020,Stadt Konstanz - Eigene Einwohnerfortschreibung,3823.0,3425.0,398.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1017.0,1728.0,255.0,287.0,10.0,Konstanz,"""110""","""1101""",1777.0,914.0,1621.0,156.0,268.0,273.0,193.0,186.0,310.0,547.0,942.0,3823.0,1372.0,859.0,1592.0,36.0,"9,42",33.0,"8,63",3.0,"117,1411337"
8335043.0,110.0,Litzelstetten,2021,Stadt Konstanz - Eigene Einwohnerfortschreibung,3785.0,3403.0,382.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,990.0,1705.0,261.0,289.0,11.0,Konstanz,"""110""","""1101""",1779.0,926.0,1615.0,164.0,267.0,262.0,189.0,189.0,305.0,567.0,946.0,3785.0,1319.0,832.0,1634.0,32.0,"8,45",26.0,"6,87",6.0,"118,8465583"
8335043.0,110.0,Litzelstetten,2022,Stadt Konstanz - Eigene Einwohnerfortschreibung,3820.0,3358.0,462.0,8335043.0,110.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,1006.0,1704.0,264.0,282.0,31.0,Konstanz,"""110""","""1101""",1760.0,929.0,1563.0,197.0,256.0,276.0,177.0,175.0,291.0,585.0,945.0,3820.0,1255.0,803.0,1762.0,24.0,"6,28",37.0,"9,69",-13.0,"129,1171012"
8335043.0,20.0,Paradies,2011,Stadt Konstanz - Eigene Einwohnerfortschreibung,5808.0,5073.0,735.0,8335043.0,20.0,Stadt Konstanz - Eigene Einwohnerfortschreibung,2420.0,1845.0,401.0,431.0,0.0,Konstanz,"""020""","""0201""",2816.0,1535.0,2560.0,256.0,397.0,492.0,369.0,463.0,330.0,765.0,1669.0,5808.0,2426.0,1323.0,2059.0,45.0,"7,75",53.0,"9,13",-8.0,"77,95285972"
